,Loan ID,Loan Grade,Term (months),Origination Date,Interest Rate,APR,Origination Fee,Loan Size,Outstanding Principal,Days Late,Delinquency Status,Charged Off Amount,Charged Off Date
53494,L56728,A,60,2017-03-06,10.08,12.61,504.0,9000.0,8518.33,0,Current,,
23005,L21982,A,36,2015-12-28,7.89,11.4,385.0,7700.0,3861.86,0,Current,,
41177,L49035,C,36,2016-12-14,13.87,18.27,360.0,6000.0,5017.07,0,Current,,
6541,L21688,A,36,2015-12-21,6.64,9.59,425.0,10000.0,4968.69,0,Current,,
13805,L12921,A,36,2015-09-16,7.79,11.3,250.0,5000.0,1926.7,0,Current,,
14834,L12371,D,36,2015-08-31,14.33,18.74,1320.0,22000.0,9689.69,0,Current,,
46486,L48566,B,60,2016-12-09,13.05,15.64,1209.6,21600.0,19685.82,0,Current,,
55766,L59278,B,36,2017-03-29,11.19,15.2,308.0,5500.0,5113.29,0,Current,,
7243,L6085,D,36,2015-04-15,24.43,29.13,420.0,7000.0,0.0,381,Charged Off,5202.62,2016-11-14
75603,L85580,D,36,2017-07-28,13.62,17.9,261.72,4500.0,4500.0,0,Current,,
61941,L66786,A,60,2017-05-15,10.75,13.29,364.0,6500.0,6338.64,0,Current,,
27908,L35452,C,36,2016-07-07,13.37,15.79,367.55,10900.0,8481.59,86,Delinquent,,
22224,L21202,B,36,2015-12-14,11.12,14.71,1750.0,35000.0,0.0,0,Matured,,
73192,L81312,A,36,2017-07-21,7.72,11.31,1016.0,20000.0,20000.0,0,Current,,
53197,L57038,A,36,2017-03-10,6.48,10.41,672.0,12000.0,10242.34,0,Current,,
5515,L4485,C,36,2015-02-26,12.31,16.67,600.0,10000.0,0.0,0,Matured,,
28234,L26975,D,36,2016-02-29,21.43,24.27,206.25,5500.0,132.51,0,Current,,
35261,L35194,B,36,2016-07-05,11.04,15.07,1120.0,20000.0,13124.73,0,Current,,
57020,L63807,B,36,2017-04-28,9.85,13.91,396.83,7000.0,6468.58,0,Current,,
18782,L29987,B,36,2016-04-04,11.02,12.6,157.36,7000.0,4397.94,0,Current,,
59177,L65669,B,60,2017-05-10,11.68,14.55,597.7,9600.0,9362.15,0,Current,,
70290,L78830,A,60,2017-07-07,9.6,12.11,1120.0,20000.0,20000.0,0,Current,,
9195,L7520,B,36,2015-05-26,9.97,13.53,1750.0,35000.0,0.0,0,Matured,,
29391,L28435,E,36,2016-03-17,24.98,28.88,550.0,11000.0,0.0,381,Charged Off,11425.47,2016-11-14
36654,L37520,A,36,2016-08-03,7.92,11.87,756.0,13500.0,9705.64,0,Current,,
22222,L21350,B,36,2015-12-15,10.83,14.41,1000.0,20000.0,10247.94,0,Current,,
44037,L45685,B,60,2016-11-07,11.94,14.5,224.0,4000.0,3591.63,0,Current,,
19228,L58051,C,36,2017-03-17,12.79,15.22,590.1,17500.0,15870.92,0,Current,,
73467,L85564,C,36,2017-07-28,13.02,16.86,473.4,9000.0,9000.0,0,Current,,
60193,L64877,B,60,2017-05-04,11.23,13.79,1008.0,18000.0,17232.7,0,Current,,
66941,L73369,D,36,2017-06-15,14.21,18.02,780.75,15000.0,14590.85,0,Current,,
37552,L38005,A,36,2016-08-09,7.43,11.37,168.0,3000.0,2152.54,0,Current,,
43542,L45030,B,36,2016-10-31,10.59,14.6,504.0,9000.0,6926.27,0,Current,,
9035,L7416,D,36,2015-05-22,17.1,21.59,480.0,8000.0,3236.28,10,In Grace,,
21509,L20027,A,36,2015-12-02,6.75,10.25,800.0,16000.0,6338.51,0,Current,,
36388,L36469,C,36,2016-07-21,13.59,17.99,600.0,10000.0,8217.12,41,Delinquent,,
10366,L11340,B,36,2015-08-13,8.99,11.97,425.0,10000.0,3924.41,0,Current,,
61563,L68997,B,36,2017-05-25,10.48,14.51,476.0,8500.0,8094.63,0,Current,,
55248,L58589,B,36,2017-03-22,9.78,13.8,341.6,6100.0,5484.01,0,Current,,
25018,L28229,AA,36,2016-03-14,5.06,6.15,72.0,4500.0,2583.49,0,Current,,
63481,L69672,E,60,2017-05-30,26.54,29.78,1216.0,20000.0,19299.72,0,Current,,
13315,L15236,E,36,2015-10-07,25.25,29.98,672.0,11200.0,5134.47,0,Current,,
48574,L51070,B,36,2017-01-09,10.89,14.92,380.8,6800.0,5787.04,0,Current,,
216,L315,A,36,2014-06-16,7.39,9.46,480.0,16000.0,0.0,0,Matured,,
73601,L85242,B,36,2017-07-27,10.94,14.69,520.5,10000.0,10000.0,0,Current,,
75744,L85914,C,36,2017-07-31,13.33,17.21,639.6,12000.0,12000.0,0,Current,,
19375,L32203,D,36,2016-05-16,16.08,18.12,89.92,3200.0,2133.36,0,Current,,
13094,L30118,B,36,2016-04-07,11.5,13.09,89.92,4000.0,2497.09,0,Current,,
23049,L36287,B,60,2016-07-20,12.02,14.58,1176.0,21000.0,17726.49,0,Current,,
74957,L84095,E,60,2017-07-24,21.95,25.5,496.73,7200.0,7200.0,0,Current,,
19248,L17999,D,36,2015-11-12,13.7,18.11,1200.0,20000.0,9894.92,0,Current,,
8246,L6736,D,36,2015-05-05,18.84,23.38,600.0,10000.0,0.0,0,Matured,,
31064,L29964,C,36,2016-04-04,13.85,17.5,815.0,16300.0,10309.15,0,Current,,
62980,L68235,B,36,2017-05-22,9.11,13.37,297.75,5000.0,4756.65,0,Current,,
11145,L20967,C,36,2015-12-10,12.5,16.87,300.0,5000.0,0.0,0,Matured,,
31855,L31392,C,36,2016-05-02,14.57,19.78,350.0,5000.0,3307.87,0,Current,,
6627,L30551,B,36,2016-04-11,9.02,10.58,83.18,3700.0,2285.88,0,Current,,
62772,L67995,E,60,2017-05-22,25.99,29.81,255.38,3600.0,3540.11,0,Current,,
13918,L14557,D,36,2015-09-29,16.31,20.78,480.0,8000.0,0.0,0,Matured,,
31209,L44447,B,36,2016-10-25,11.23,15.26,560.0,10000.0,7802.58,0,Current,,
12647,L10615,D,36,2015-07-31,19.51,24.07,990.0,16500.0,0.0,238,Charged Off,11710.51,2017-04-06
74973,L84098,C,60,2017-07-24,13.98,17.26,720.3,10400.0,10400.0,0,Current,,
65133,L73678,A,36,2017-06-16,7.81,11.77,436.8,7800.0,7597.6,0,Current,,
24827,L23465,E,36,2016-01-13,25.23,29.96,708.0,11800.0,7001.49,0,Current,,
57300,L62190,D,36,2017-04-18,13.72,18.13,300.0,5000.0,4631.51,0,Current,,
19560,L17977,C,36,2015-11-12,12.45,16.82,1170.0,19500.0,8990.57,0,Current,,
33410,L33082,D,36,2016-06-01,15.13,19.57,3000.0,50000.0,34463.29,0,Current,,
22636,L21425,A,36,2015-12-16,7.76,11.27,350.0,7000.0,3393.87,0,Current,,
30201,L28946,C,36,2016-03-23,12.47,16.09,350.0,7000.0,4207.1,0,Current,,
74320,L82802,D,36,2017-07-19,13.88,17.7,520.5,10000.0,10000.0,0,Current,,
63298,L70960,D,36,2017-06-06,13.67,18.08,510.0,8500.0,8306.31,0,Current,,
18575,L17551,C,36,2015-11-05,10.75,15.08,180.0,3000.0,1350.57,0,Current,,
69999,L77336,E,60,2017-06-30,20.25,23.86,385.07,5400.0,5400.0,0,Current,,
71740,L79437,C,36,2017-07-10,11.49,15.63,285.25,5000.0,4828.33,0,Current,,
51998,L62944,E,60,2017-04-24,17.52,20.0,599.51,11700.0,11323.45,0,Current,,
67714,L74026,B,60,2017-06-16,11.54,14.57,1316.0,20000.0,19644.85,0,Current,,
43028,L45239,B,36,2016-11-02,10.67,14.69,840.0,15000.0,11474.59,0,Current,,
38874,L39509,B,60,2016-08-30,14.9,17.54,560.0,10000.0,0.0,212,Charged Off,10261.67,2017-05-02
3926,L17717,AA,36,2015-11-06,4.49,4.49,0.0,5400.0,0.0,0,Matured,,
58306,L64414,C,60,2017-05-02,14.05,17.0,620.5,10000.0,9623.73,0,Current,,
100,L203,A,36,2014-05-23,8.24,10.32,720.0,24000.0,0.0,0,Matured,,
41912,L43195,E,36,2016-10-12,25.24,29.96,378.0,6300.0,5074.15,0,Current,,
46516,L69019,E,60,2017-05-25,25.59,28.78,630.0,10500.0,10188.52,0,Current,,
31227,L30288,B,36,2016-04-07,11.22,14.07,160.0,4000.0,0.0,0,Matured,,
12100,L15132,B,36,2015-10-06,8.86,12.39,375.0,7500.0,3268.59,0,Current,,
59308,L64114,E,60,2017-05-01,26.58,29.8,1546.71,25800.0,25664.54,0,Current,,
44325,L46262,C,36,2016-11-14,14.55,18.97,480.0,8000.0,6504.87,0,Current,,
24224,L29346,B,36,2016-03-28,9.1,11.5,792.51,23200.0,13595.98,0,Current,,
13424,L19909,C,36,2015-12-01,13.69,18.09,642.0,10700.0,616.12,0,Current,,
43674,L45201,C,36,2016-11-01,14.4,18.82,240.0,4000.0,3278.2,0,Current,,
37090,L37467,D,36,2016-08-02,20.33,24.91,72.0,1200.0,674.67,0,Current,,
11307,L9804,B,36,2015-07-20,11.74,15.34,750.0,15000.0,0.0,0,Matured,,
29643,L30070,C,36,2016-04-07,12.63,16.25,1750.0,35000.0,21959.24,0,Current,,
19895,L18623,B,36,2015-11-17,10.36,13.93,150.0,3000.0,1448.21,0,Current,,
16364,L13890,D,36,2015-09-22,21.28,25.89,300.0,5000.0,2298.41,0,Current,,
36045,L36186,A,36,2016-07-19,6.11,10.02,537.6,9600.0,6500.45,0,Current,,
71340,L79136,C,60,2017-07-10,14.23,17.49,515.33,7500.0,7500.0,0,Current,,
13582,L11444,D,36,2015-08-17,14.23,18.64,360.0,6000.0,0.0,0,Matured,,
53642,L56959,C,36,2017-03-08,13.5,17.92,234.0,3900.0,3540.61,0,Current,,
29538,L47846,C,36,2016-12-01,14.16,15.22,57.0,3800.0,3179.74,0,Current,,
18400,L16863,B,36,2015-10-28,8.17,11.69,250.0,5000.0,0.0,0,Matured,,
8642,L7048,A,36,2015-05-13,7.25,10.75,350.0,7000.0,2100.02,0,Current,,
4870,L4062,A,36,2015-02-11,7.32,10.82,250.0,5000.0,0.0,0,Matured,,
61530,L68766,E,60,2017-05-24,26.59,29.81,558.0,9300.0,9102.31,0,Current,,
20926,L19547,B,36,2015-11-27,8.24,11.76,250.0,5000.0,2194.45,0,Current,,
15730,L14949,E,36,2015-10-05,25.22,29.94,336.0,5600.0,2846.86,0,Current,,
71405,L79213,B,60,2017-07-10,13.05,16.24,850.63,12500.0,12500.0,0,Current,,
10583,L8823,A,36,2015-06-24,8.85,12.38,500.0,10000.0,0.0,0,Matured,,
48509,L57925,C,36,2017-03-16,11.86,14.92,356.83,8400.0,7640.62,0,Current,,
66582,L74640,B,60,2017-06-20,11.85,14.41,560.0,10000.0,9875.69,0,Current,,
18069,L16265,E,36,2015-10-21,25.16,29.88,312.0,5200.0,2642.69,0,Current,,
31405,L30614,C,36,2016-04-12,14.03,17.68,750.0,15000.0,8135.48,0,Current,,
32786,L35009,D,36,2016-06-29,17.55,22.06,330.0,5500.0,3980.63,0,Current,,
60166,L64833,B,36,2017-05-04,8.92,12.96,396.83,7000.0,6658.43,0,Current,,
39555,L40485,B,60,2016-09-13,15.19,17.84,1176.0,21000.0,18489.81,0,Current,,
43383,L57856,A,36,2017-03-17,7.99,10.19,62.94,2000.0,1588.96,0,Current,,
8147,L6693,A,36,2015-05-04,7.06,10.56,150.0,3000.0,0.0,0,Matured,,
5359,L4364,AA,36,2015-02-23,6.49,8.55,540.0,18000.0,0.0,0,Matured,,
29876,L30052,B,60,2016-04-05,12.65,13.1,305.0,30500.0,24558.89,0,Current,,
10223,L41314,A,36,2016-09-22,6.84,10.77,840.0,15000.0,11132.68,0,Current,,
6556,L6745,A,36,2015-05-05,7.72,11.22,1250.0,25000.0,0.0,0,Matured,,
5428,L22089,A,36,2015-12-29,6.39,9.34,879.75,20700.0,10258.51,0,Current,,
27329,L25989,D,36,2016-02-17,17.08,20.8,1250.0,25000.0,0.0,257,Charged Off,22015.79,2017-03-18
20763,L19408,B,60,2015-11-30,13.4,15.23,480.0,12000.0,9025.55,0,Current,,
62821,L68400,C,36,2017-05-22,12.44,16.41,818.25,15000.0,14280.65,0,Current,,
27033,L25655,D,60,2016-02-11,22.75,25.29,1650.0,33000.0,0.0,0,Matured,,
6669,L5437,C,36,2015-03-27,12.44,16.81,1500.0,25000.0,0.0,0,Matured,,
74826,L83808,E,60,2017-07-24,23.35,26.92,546.4,8000.0,8000.0,0,Current,,
71677,L79393,B,60,2017-07-10,10.94,14.07,819.6,12000.0,12000.0,0,Current,,
23571,L22267,B,36,2015-12-30,9.03,12.58,500.0,10000.0,5338.7,0,Current,,
68109,L77802,B,60,2017-07-03,11.83,14.93,670.5,10000.0,10000.0,0,Current,,
50513,L54281,D,36,2017-02-08,15.75,20.22,900.0,15000.0,13298.95,0,Current,,
10956,L9602,A,36,2015-07-13,7.96,11.48,175.0,3500.0,1167.95,0,Current,,
40288,L41343,B,60,2016-09-22,13.18,15.77,1680.0,30000.0,26244.88,0,Current,,
21043,L25642,A,36,2016-02-11,6.58,9.35,140.0,3500.0,1924.87,0,Current,,
17189,L32420,C,36,2016-05-19,13.48,15.49,191.08,6800.0,4473.94,0,Current,,
3768,L2892,B,36,2014-12-22,11.8,15.4,450.0,9000.0,0.0,0,Matured,,
12435,L10446,A,36,2015-07-28,7.82,11.34,1060.0,21200.0,7552.78,0,Current,,
62161,L67861,D,60,2017-05-19,16.67,19.58,510.0,8500.0,8313.49,0,Current,,
6068,L36219,B,36,2016-07-19,9.54,11.74,267.5,8500.0,0.0,255,Charged Off,8093.79,2017-03-20
15263,L13846,D,36,2015-09-21,24.88,29.59,900.0,15000.0,8463.69,72,Delinquent,,
13833,L11722,D,36,2015-08-26,17.12,21.61,480.0,8000.0,3368.39,0,Current,,
66572,L73888,B,60,2017-06-16,11.72,14.81,670.5,10000.0,9881.69,0,Current,,
49891,L52331,B,60,2017-01-20,16.88,19.57,1680.0,30000.0,27979.48,0,Current,,
73920,L82165,B,60,2017-07-17,11.43,14.68,422.28,6000.0,6000.0,0,Current,,
21189,L32975,B,60,2016-06-01,17.39,19.29,911.95,23000.0,19538.37,0,Current,,
33369,L32966,A,36,2016-05-31,7.39,11.33,280.0,5000.0,2422.36,0,Current,,
42029,L43291,A,36,2016-10-13,7.69,11.64,420.0,7500.0,0.0,0,Matured,,
33532,L33861,D,36,2016-06-13,14.81,19.24,204.0,3400.0,2340.16,0,Current,,
5044,L21332,B,36,2015-12-15,8.28,11.26,361.25,8500.0,0.0,0,Matured,,
7612,L18254,B,36,2015-11-13,9.07,12.06,191.25,4500.0,1993.88,0,Current,,
72075,L80755,C,60,2017-07-13,15.13,18.34,1005.75,15000.0,15000.0,0,Current,,
6869,L21025,C,36,2015-12-10,12.73,17.11,900.0,15000.0,7872.45,0,Current,,
68554,L75219,D,60,2017-06-26,16.82,20.06,1067.68,16000.0,15774.33,0,Current,,
30879,L34553,B,36,2016-06-23,10.24,11.21,490.0,35000.0,23625.72,0,Current,,
28294,L27079,B,36,2016-02-29,10.36,13.19,720.0,18000.0,11189.25,31,Delinquent,,
72574,L80371,B,36,2017-07-12,10.36,14.09,780.75,15000.0,15000.0,0,Current,,
48726,L51197,B,36,2017-01-10,9.16,13.15,280.0,5000.0,0.0,0,Matured,,
32135,L37303,C,36,2016-07-29,13.15,17.53,180.0,3000.0,2221.56,0,Current,,
24116,L22691,B,36,2016-01-05,9.99,13.55,625.0,12500.0,6710.67,0,Current,,
24312,L22845,E,36,2016-01-06,21.73,26.35,240.0,4000.0,0.0,0,Matured,,
19021,L17530,B,36,2015-11-04,9.24,12.79,700.0,14000.0,6684.75,0,Current,,
4756,L3751,A,36,2015-01-29,6.56,10.04,500.0,10000.0,0.0,0,Matured,,
51083,L54615,B,36,2017-02-13,11.23,15.28,95.2,1700.0,1495.45,0,Current,,
38806,L39180,C,36,2016-08-23,12.96,17.34,600.0,10000.0,7340.74,0,Current,,
54368,L58473,C,36,2017-03-21,12.46,16.85,294.0,4900.0,4441.7,0,Current,,
67220,L73793,B,60,2017-06-16,11.33,13.88,560.0,10000.0,9883.34,0,Current,,
13769,L13940,A,36,2015-09-22,7.98,11.5,950.0,19000.0,7897.13,0,Current,,
20731,L19435,D,36,2015-11-25,14.47,18.9,672.0,11200.0,0.0,554,Charged Off,11251.75,2016-05-25
66968,L73800,D,60,2017-06-16,15.47,18.33,750.0,12500.0,12278.96,0,Current,,
41742,L66920,C,36,2017-05-15,13.32,15.74,167.35,5000.0,4771.47,0,Current,,
31402,L30509,B,60,2016-04-11,13.65,15.5,320.0,8000.0,0.0,0,Matured,,
71717,L82088,B,60,2017-07-17,11.75,14.94,757.57,11000.0,11000.0,0,Current,,
3988,L6639,B,36,2015-05-04,10.35,13.91,650.0,13000.0,0.0,0,Matured,,
26418,L25188,D,36,2016-02-05,21.1,24.91,250.0,5000.0,0.0,0,Matured,,
14579,L12210,A,36,2015-08-28,8.33,11.85,775.0,15500.0,5997.67,0,Current,,
63045,L74528,B,60,2017-06-19,11.34,14.28,2556.8,40000.0,39459.76,0,Current,,
1482,L1148,B,36,2014-09-17,10.28,13.84,600.0,12000.0,0.0,0,Matured,,
11004,L18072,B,36,2015-11-12,8.41,11.94,405.0,8100.0,3859.48,0,Current,,
52035,L54666,D,36,2017-02-13,17.86,22.39,360.0,6000.0,5331.03,0,Current,,
18543,L17414,E,36,2015-11-09,20.97,25.57,2100.0,35000.0,0.0,0,Matured,,
17395,L15463,D,36,2015-10-13,16.72,21.2,222.0,3700.0,2179.25,110,Delinquent,,
43549,L45060,C,36,2016-10-31,13.95,18.35,450.0,7500.0,5870.36,0,Current,,
69237,L76062,C,36,2017-06-26,12.39,16.25,639.6,12000.0,11700.98,0,Current,,
73575,L81715,D,60,2017-07-17,15.73,18.86,1626.25,25000.0,25000.0,0,Current,,
35894,L35930,A,36,2016-07-14,8.06,12.02,280.0,5000.0,3461.84,0,Current,,
42833,L44687,B,36,2016-10-26,10.28,14.24,560.0,10000.0,8049.1,0,Current,,
60157,L64957,D,60,2017-05-05,16.31,19.2,606.0,10100.0,9703.98,0,Current,,
73012,L80953,B,36,2017-07-14,9.48,14.69,144.1,2000.0,2000.0,0,Current,,
75548,L85415,E,60,2017-07-27,26.14,29.81,831.92,12200.0,12200.0,0,Current,,
59474,L63783,AA,60,2017-04-28,8.84,11.33,448.0,8000.0,7677.61,0,Current,,
65344,L71737,E,60,2017-06-09,26.56,29.77,1608.0,26800.0,26573.53,0,Current,,
49106,L51471,C,36,2017-01-13,12.48,16.85,156.0,2600.0,2361.22,0,Current,,
9961,L8310,A,36,2015-06-12,8.87,12.4,350.0,7000.0,1652.75,0,Current,,
41075,L42269,B,36,2016-10-03,9.9,13.9,1680.0,30000.0,22181.13,0,Current,,
42210,L44263,B,36,2016-10-24,10.15,14.15,252.0,4500.0,3498.51,0,Current,,
68270,L78185,E,60,2017-07-05,26.3,29.79,1725.54,26600.0,26600.0,0,Current,,
15485,L13152,D,36,2015-09-14,18.04,22.56,2028.0,33800.0,15318.36,0,Current,,
55759,L60329,A,36,2017-04-07,7.57,11.52,1400.0,25000.0,23124.7,0,Current,,
11875,L10071,A,36,2015-07-21,7.91,11.42,1750.0,35000.0,0.0,133,Charged Off,18094.65,2017-07-20
73671,L85506,E,60,2017-07-28,26.05,29.81,447.1,6400.0,6400.0,0,Current,,
60800,L65553,E,60,2017-05-09,17.82,20.93,506.4,8000.0,7651.77,0,Current,,
5419,L4649,D,36,2015-03-03,15.3,19.74,600.0,10000.0,2636.97,0,Current,,
63189,L69763,E,60,2017-06-01,17.84,20.81,1216.0,20000.0,19787.04,0,Current,,
13537,L11450,A,36,2015-08-17,6.68,10.17,850.0,17000.0,6533.01,0,Current,,
23007,L21846,E,36,2015-12-23,25.22,29.94,786.0,13100.0,0.0,0,Matured,,
50753,L54537,D,36,2017-02-10,18.01,22.54,300.0,5000.0,4449.7,0,Current,,
52679,L71116,A,36,2017-06-06,8.43,11.72,303.88,6500.0,6332.53,0,Current,,
44390,L46085,C,36,2016-11-14,12.27,16.63,720.0,12000.0,0.0,0,Matured,,
53340,L56558,B,60,2017-03-06,15.16,17.83,560.0,10000.0,9521.7,0,Current,,
41916,L43133,A,60,2016-10-11,8.72,11.2,728.0,13000.0,11388.3,0,Current,,
45934,L47902,C,36,2016-12-02,14.66,19.08,546.0,9100.0,7624.08,0,Current,,
57469,L61256,E,60,2017-04-13,26.6,29.78,1248.0,20800.0,20282.59,0,Current,,
30287,L29318,D,36,2016-03-28,18.26,19.17,112.5,9000.0,5594.15,0,Current,,
62307,L67294,A,36,2017-05-17,7.89,11.86,448.0,8000.0,7596.7,0,Current,,
62282,L67204,E,60,2017-05-16,19.54,22.75,449.33,7000.0,6829.52,0,Current,,
38726,L39038,B,60,2016-08-22,11.84,14.4,840.0,15000.0,12863.73,0,Current,,
54103,L57493,E,36,2017-03-13,25.0,29.76,60.0,1000.0,914.87,0,Current,,
29327,L28526,B,36,2016-03-18,9.75,12.58,280.0,7000.0,4138.33,0,Current,,
528,L509,C,36,2014-07-21,12.46,16.83,1500.0,25000.0,0.0,0,Matured,,
53172,L56326,A,36,2017-03-01,7.8,11.77,336.0,6000.0,5140.0,0,Current,,
45838,L47749,B,36,2016-11-30,10.11,14.11,728.0,13000.0,10397.44,0,Current,,
30462,L29720,A,36,2016-03-31,6.67,7.34,305.0,30500.0,18059.84,0,Current,,
21044,L19680,B,36,2015-11-30,9.91,13.47,465.0,9300.0,4448.1,0,Current,,
32763,L32239,C,36,2016-05-16,15.44,20.67,259.0,3700.0,2458.85,0,Current,,
51617,L54264,C,36,2017-02-08,13.54,18.01,660.0,11000.0,9690.13,0,Current,,
73213,L81125,E,60,2017-07-14,20.72,24.19,819.6,12000.0,12000.0,0,Current,,
9275,L7725,AA,36,2015-05-29,6.32,8.38,270.0,9000.0,1385.34,0,Current,,
36019,L37473,A,36,2016-08-05,8.02,11.98,672.0,12000.0,8631.02,0,Current,,
70157,L79330,D,60,2017-07-10,16.89,19.8,330.0,5500.0,5500.0,0,Current,,
59564,L63982,A,36,2017-05-01,8.51,14.3,112.0,1400.0,1287.46,0,Current,,
44128,L45726,B,36,2016-11-07,11.58,15.62,560.0,10000.0,7758.13,0,Current,,
14953,L12928,D,36,2015-09-10,23.74,28.42,750.0,12500.0,6324.44,22,Delinquent,,
72244,L80054,E,60,2017-07-11,23.07,26.45,1626.25,25000.0,25000.0,0,Current,,
21522,L31465,A,36,2016-05-02,8.56,10.53,311.52,11000.0,6719.7,0,Current,,
63185,L68610,E,60,2017-05-23,26.56,29.78,1050.0,17500.0,17127.84,0,Current,,
52763,L57173,B,60,2017-03-10,15.63,18.31,711.2,12700.0,11907.55,0,Current,,
65250,L75667,B,36,2017-06-23,10.77,14.66,379.33,7000.0,6833.53,0,Current,,
667,L570,A,36,2014-07-29,8.95,11.0,1000.0,25000.0,0.0,0,Matured,,
25971,L28472,C,36,2016-03-17,12.67,16.29,750.0,15000.0,9019.17,0,Current,,
63883,L71161,D,60,2017-06-06,15.47,18.34,1398.0,23300.0,22997.54,0,Current,,
33306,L33216,A,36,2016-06-03,5.64,9.54,336.0,6000.0,3948.44,0,Current,,
44250,L46171,B,60,2016-11-15,12.3,14.87,1948.8,34800.0,31277.52,0,Current,,
62653,L67926,D,60,2017-05-22,16.84,19.75,3000.0,50000.0,48799.08,0,Current,,
21871,L23612,C,36,2016-01-19,11.88,16.24,900.0,15000.0,8145.94,13,In Grace,,
53083,L57704,B,60,2017-03-20,12.88,15.48,476.0,8500.0,8087.88,0,Current,,
64205,L72966,A,36,2017-06-13,8.29,12.52,238.2,4000.0,3901.36,0,Current,,
444,L37979,B,36,2016-08-08,8.67,10.86,157.35,5000.0,3606.35,0,Current,,
64587,L71452,B,36,2017-06-07,10.2,14.21,487.2,8700.0,8486.5,0,Current,,
13166,L11066,D,36,2015-08-10,24.0,28.68,330.0,5500.0,2468.68,0,Current,,
23998,L22656,B,36,2016-01-05,9.95,13.51,1050.0,21000.0,11824.71,31,Delinquent,,
34524,L34409,D,60,2016-06-27,22.85,25.93,2100.0,35000.0,0.0,304,Charged Off,37721.86,2017-01-30
40570,L41240,B,36,2016-09-21,11.94,15.99,655.2,11700.0,0.0,133,Charged Off,9742.92,2017-07-20
23191,L21956,B,36,2015-12-28,8.88,12.42,200.0,4000.0,0.0,430,Charged Off,4147.52,2016-05-28
9263,L7538,A,36,2015-05-26,6.91,10.41,1500.0,30000.0,0.0,0,Matured,,
42329,L45016,B,36,2016-10-31,10.28,14.28,285.6,5100.0,1306.57,0,Current,,
21709,L21328,E,36,2015-12-16,25.21,29.94,1116.0,18600.0,6867.65,0,Current,,
41609,L49824,C,36,2016-12-20,12.95,17.33,420.0,7000.0,5850.73,0,Current,,
62848,L75108,E,60,2017-06-21,17.26,20.57,968.54,14400.0,14211.13,0,Current,,
75648,L85804,E,60,2017-07-28,25.51,29.76,192.0,2400.0,2400.0,0,Current,,
61330,L66378,B,60,2017-05-12,11.64,14.86,278.2,4000.0,3260.59,0,Current,,
42794,L44238,B,36,2016-10-24,11.93,15.91,1002.4,17900.0,14256.32,0,Current,,
23306,L22293,B,36,2015-12-30,8.38,11.9,1200.0,24000.0,10986.98,0,Current,,
43649,L45243,E,36,2016-11-01,25.07,29.79,354.0,5900.0,4933.6,0,Current,,
34187,L55254,C,36,2017-02-17,14.84,17.94,509.76,12000.0,10561.26,0,Current,,
37372,L37668,B,36,2016-08-03,8.78,12.75,1036.0,18500.0,13349.51,0,Current,,
41196,L42805,A,36,2016-10-07,7.54,11.48,168.0,3000.0,2311.68,0,Current,,
4017,L3732,B,36,2015-01-28,8.06,11.58,1250.0,25000.0,4359.19,0,Current,,
29863,L40324,A,36,2016-09-13,5.61,7.76,409.11,13000.0,9328.05,0,Current,,
38082,L40419,B,36,2016-09-13,11.19,15.22,756.0,13500.0,10178.66,0,Current,,
21758,L20880,B,36,2015-12-09,9.71,13.26,360.0,7200.0,3675.0,0,Current,,
57722,L61452,B,60,2017-04-14,11.83,14.4,560.0,10000.0,9619.91,0,Current,,
47499,L49713,AA,60,2016-12-20,8.79,10.0,630.0,22500.0,20348.64,0,Current,,
51995,L78247,E,60,2017-07-05,25.88,29.79,341.64,4700.0,4700.0,0,Current,,
63511,L69194,D,36,2017-05-26,14.35,18.79,390.0,6500.0,6207.5,0,Current,,
29219,L37014,A,36,2016-07-27,8.22,10.4,664.02,21100.0,14500.49,0,Current,,
12242,L11473,C,36,2015-08-20,13.99,18.4,600.0,10000.0,0.0,0,Matured,,
17247,L15306,B,36,2015-10-08,9.98,13.54,350.0,7000.0,3761.29,24,Delinquent,,
51494,L54199,C,36,2017-02-09,12.96,17.35,900.0,15000.0,9999.37,0,Current,,
75801,L86202,D,60,2017-07-31,16.24,19.51,887.79,13100.0,13100.0,0,Current,,
21224,L19756,B,60,2015-11-30,11.61,13.42,1400.0,35000.0,26018.62,0,Current,,
3024,L2723,B,36,2014-12-15,12.58,16.19,250.0,5000.0,795.34,0,Current,,
28440,L27178,E,36,2016-03-01,22.53,26.37,95.0,1900.0,1038.41,0,Current,,
62949,L70999,B,60,2017-06-05,12.66,15.84,546.4,8000.0,7902.58,0,Current,,
2711,L4566,AA,36,2015-02-27,5.57,7.62,240.0,8000.0,1242.75,0,Current,,
11243,L9693,A,36,2015-07-13,6.8,10.29,625.0,12500.0,4464.4,0,Current,,
39627,L40557,D,36,2016-09-16,19.41,23.96,870.0,14500.0,11249.26,0,Current,,
24877,L23667,A,60,2016-01-19,10.32,12.11,320.0,8000.0,6014.98,0,Current,,
1743,L1371,B,36,2014-10-01,9.56,13.11,400.0,8000.0,0.0,0,Matured,,
30121,L30338,C,36,2016-04-07,15.25,16.14,125.0,10000.0,0.0,0,Matured,,
30375,L29872,C,36,2016-04-01,14.03,17.68,470.0,9400.0,5993.66,0,Current,,
